@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute x numeric
@attribute y numeric
@attribute istSpeed numeric
@attribute istVelX numeric
@attribute istVelY numeric
@attribute istAcc numeric
@attribute size numeric
@attribute avgSpeed numeric
@attribute avgAccel numeric
@attribute stdSpeed numeric
@attribute stdAccel numeric
@attribute timeBeforeDrawing numeric
@attribute timeDrawing numeric
@attribute timeBeforeEval numeric
@attribute selectedX numeric
@attribute selectedY numeric

@data
6265,'2019/05/07 18:01:50:417',19,454,136,3,1.341641,-2.683281,1.5,112,17.732143,7.642262,14.664403,9.842964,4543,3912,2727,1,-0.716
6266,'2019/05/07 18:01:50:451',19,455,129,8,1.131371,-7.919596,1.25,113,17.646017,7.585693,14.62747,9.817354,4577,3912,2727,1,-0.716
6267,'2019/05/07 18:01:50:486',19,455,122,7,0,-7,0.333333,114,17.552631,7.522076,14.596697,9.797395,4612,3912,2727,1,-0.716
6268,'2019/05/07 18:01:50:516',19,453,115,9,-2.47249,-8.653715,0.333333,115,17.47826,7.459565,14.554403,9.777334,4645,3912,2727,1,-0.716
6269,'2019/05/07 18:01:50:533',19,447,102,19,-7.962105,-17.251228,2,116,17.491379,7.4125,14.491673,9.747919,4675,3912,2727,1,-0.716
6270,'2019/05/07 18:01:50:562',19,447,102,0,0,0,6.333333,117,17.341881,7.403276,14.519406,9.706326,4694,3912,2727,1,-0.716
6271,'2019/05/07 18:01:50:584',19,445,98,6,-2.683281,-5.366563,3,118,17.245762,7.36596,14.494879,9.673257,4724,3912,2727,1,-0.716
6272,'2019/05/07 18:01:50:610',19,445,96,2,0,-2,1,119,17.117647,7.312465,14.500834,9.649842,4744,3912,2727,1,-0.716
6273,'2019/05/07 18:01:50:633',19,445,94,2,0,-2,0,120,16.991667,7.251527,14.505576,9.632368,4771,3912,2727,1,-0.716
6274,'2019/05/07 18:01:50:665',19,445,92,2,0,-2,0,121,16.867769,7.191597,14.50916,9.614775,4794,3912,2727,1,-0.716
6275,'2019/05/07 18:01:50:685',19,445,89,3,0,-3,0.166667,122,16.754099,7.134016,14.503528,9.596061,4824,3912,2727,1,-0.716
6276,'2019/05/07 18:01:50:712',19,445,88,1,0,-1,0.5,123,16.626017,7.080081,14.513644,9.575362,4845,3912,2727,1,-0.716
6277,'2019/05/07 18:01:50:732',19,445,87,1,0,-1,0,124,16.5,7.022984,14.52248,9.557522,4873,3912,2727,1,-0.716
6278,'2019/05/07 18:01:50:750',19,446,86,2,1.414214,-1.414214,0.166667,125,16.384001,6.968133,14.521833,9.538639,4890,3912,2727,1,-0.716
6279,'2019/05/07 18:01:50:778',19,446,85,1,0,-1,0.333333,126,16.261906,6.915476,14.528417,9.51878,4911,3912,2727,1,-0.716
6280,'2019/05/07 18:01:50:800',19,446,85,0,0,0,0.333333,127,16.133858,6.863648,14.542418,9.498902,4940,3912,2727,1,-0.716
6281,'2019/05/07 18:01:50:818',19,446,85,0,0,0,0,128,16.007813,6.810026,14.555078,9.480863,4957,3912,2727,1,-0.716
6282,'2019/05/07 18:01:50:844',19,446,85,0,0,0,0,129,15.883721,6.757235,14.566458,9.46277,4979,3912,2727,1,-0.716
6283,'2019/05/07 18:01:50:865',19,446,85,0,0,0,0,130,15.761539,6.705256,14.57661,9.444635,5005,3912,2727,1,-0.716
6284,'2019/05/07 18:01:50:899',19,446,85,0,0,0,0,131,15.641221,6.654071,14.585594,9.42646,5025,3912,2727,1,-0.716
6285,'2019/05/07 18:01:58:509',20,427,193,1,-1,0,0,1,1,0,0,0,2620,5063,4982,0.804,0.04
6286,'2019/05/07 18:01:58:530',20,423,195,6,-5.366563,2.683281,0,2,3.5,0,3.535534,0,2620,5063,4982,0.804,0.04
6287,'2019/05/07 18:01:58:560',20,421,195,2,-2,0,4,3,3,1.333333,2.645751,2.309401,2640,5063,4982,0.804,0.04
6288,'2019/05/07 18:01:58:583',20,414,199,11,-9.550674,5.457528,0,4,5,1,4.546061,2,2670,5063,4982,0.804,0.04
6289,'2019/05/07 18:01:58:608',20,410,204,9,-5.622255,7.027819,0,5,5.8,0.8,4.324349,1.788854,2693,5063,4982,0.804,0.04
6290,'2019/05/07 18:01:58:633',20,406,211,11,-5.457528,9.550674,0,6,6.666667,0.666667,4.412105,1.632993,2719,5063,4982,0.804,0.04
6291,'2019/05/07 18:01:58:659',20,405,213,3,-1.341641,2.683281,8,7,6.142857,1.714286,4.259443,3.147183,2743,5063,4982,0.804,0.04
6292,'2019/05/07 18:01:58:683',20,400,221,13,-6.889987,11.023978,0,8,7,1.5,4.6291,2.976095,2770,5063,4982,0.804,0.04
6293,'2019/05/07 18:01:58:715',20,398,227,8,-2.529822,7.589466,0,9,7.111111,1.333333,4.342938,2.828427,2794,5063,4982,0.804,0.04
6294,'2019/05/07 18:01:58:749',20,396,235,10,-2.425356,9.701426,2,10,7.4,1.4,4.195235,2.674987,2825,5063,4982,0.804,0.04
6295,'2019/05/07 18:01:58:783',20,393,242,10,-3.939193,9.19145,0,11,7.636364,1.272727,4.05642,2.572583,2859,5063,4982,0.804,0.04
6296,'2019/05/07 18:01:58:814',20,389,250,12,-5.366563,10.733126,0,12,8,1.166667,4.06761,2.480225,2894,5063,4982,0.804,0.04
6297,'2019/05/07 18:01:58:833',20,385,262,16,-5.059644,15.178932,4,13,8.615385,1.384615,4.482158,2.501282,2923,5063,4982,0.804,0.04
6298,'2019/05/07 18:01:58:864',20,383,265,5,-2.773501,4.160252,11,14,8.357142,2.071429,4.413391,3.518398,2943,5063,4982,0.804,0.04
6299,'2019/05/07 18:01:58:897',20,380,272,10,-3.939193,9.19145,5,15,8.466666,2.266667,4.273952,3.473711,2974,5063,4982,0.804,0.04
6300,'2019/05/07 18:01:58:932',20,376,280,12,-5.366563,10.733126,2,16,8.6875,2.25,4.22246,3.356586,3007,5063,4982,0.804,0.04
6301,'2019/05/07 18:01:58:962',20,371,287,12,-6.974858,9.764801,0,17,8.882353,2.117647,4.166569,3.295496,3042,5063,4982,0.804,0.04
6302,'2019/05/07 18:01:58:982',20,365,294,13,-8.460288,9.870336,1,18,9.111111,2.055556,4.157048,3.207936,3071,5063,4982,0.804,0.04
6303,'2019/05/07 18:01:59:016',20,365,294,0,0,0,0,19,8.631579,1.947368,4.548632,3.153018,3093,5063,4982,0.804,0.04
6304,'2019/05/07 18:01:59:045',20,356,302,17,-12.705958,11.294186,17,20,9.05,2.7,4.80652,4.554928,3125,5063,4982,0.804,0.04
6305,'2019/05/07 18:01:59:062',20,348,308,14,-11.2,8.4,3,21,9.285714,2.714286,4.807732,4.440077,3155,5063,4982,0.804,0.04
6306,'2019/05/07 18:01:59:088',20,343,310,7,-6.499337,2.599735,0,22,9.181818,2.590909,4.717105,4.371543,3173,5063,4982,0.804,0.04
6307,'2019/05/07 18:01:59:111',20,340,311,4,-3.794733,1.264911,3,23,8.956522,2.608696,4.733615,4.271886,3198,5063,4982,0.804,0.04
6308,'2019/05/07 18:01:59:136',20,331,313,11,-10.738058,2.386235,7,24,9.041667,2.791667,4.648321,4.273062,3221,5063,4982,0.804,0.04
6309,'2019/05/07 18:01:59:163',20,326,313,5,-5,0,3,25,8.88,2.8,4.621688,4.1833,3245,5063,4982,0.804,0.04
6310,'2019/05/07 18:01:59:184',20,315,314,12,-11.950719,1.086429,7,26,9,2.961539,4.569464,4.180725,3273,5063,4982,0.804,0.04
6311,'2019/05/07 18:01:59:211',20,311,315,5,-4.850713,1.212678,3.5,27,8.851851,2.981482,4.546373,4.100848,3293,5063,4982,0.804,0.04
6312,'2019/05/07 18:01:59:234',20,294,315,17,-17,0,12,28,9.142858,3.303571,4.719654,4.370226,3321,5063,4982,0.804,0.04
6313,'2019/05/07 18:01:59:259',20,281,315,13,-13,0,4,29,9.275862,3.327586,4.689628,4.293425,3344,5063,4982,0.804,0.04
6314,'2019/05/07 18:01:59:282',20,272,315,9,-9,0,0,30,9.266666,3.216667,4.608338,4.26227,3370,5063,4982,0.804,0.04
6315,'2019/05/07 18:01:59:310',20,268,315,4,-4,0,5,31,9.096774,3.274194,4.62857,4.202853,3392,5063,4982,0.804,0.04
6316,'2019/05/07 18:01:59:336',20,253,315,15,-15,0,0,32,9.28125,3.171875,4.671357,4.174828,3420,5063,4982,0.804,0.04
6317,'2019/05/07 18:01:59:360',20,241,315,12,-12,0,3,33,9.363636,3.166667,4.622081,4.109187,3446,5063,4982,0.804,0.04
6318,'2019/05/07 18:01:59:385',20,233,315,8,-8,0,4,34,9.323529,3.191176,4.557516,4.04897,3470,5063,4982,0.804,0.04
6319,'2019/05/07 18:01:59:411',20,224,316,10,-9.938837,1.104315,2,35,9.342857,3.157143,4.491448,3.994061,3494,5063,4982,0.804,0.04
6320,'2019/05/07 18:01:59:433',20,210,318,16,-15.839191,2.262742,0,36,9.527778,3.069444,4.563746,3.971601,3522,5063,4982,0.804,0.04
6321,'2019/05/07 18:01:59:462',20,205,319,6,-5.883484,1.176697,10,37,9.432432,3.256757,4.537134,4.078435,3543,5063,4982,0.804,0.04
6322,'2019/05/07 18:01:59:481',20,192,321,15,-14.825576,2.280858,9,38,9.578947,3.407895,4.565627,4.129419,3572,5063,4982,0.804,0.04
6323,'2019/05/07 18:01:59:511',20,185,322,8,-7.919596,1.131371,7,39,9.538462,3.5,4.512242,4.115119,3591,5063,4982,0.804,0.04
6324,'2019/05/07 18:01:59:534',20,174,324,13,-12.790309,2.325511,5,40,9.625,3.5375,4.487518,4.068937,3621,5063,4982,0.804,0.04
6325,'2019/05/07 18:01:59:560',20,172,325,3,-2.683281,1.341641,10,41,9.463414,3.695122,4.550261,4.142581,3644,5063,4982,0.804,0.04
6326,'2019/05/07 18:01:59:585',20,163,327,11,-10.738058,2.386235,0,42,9.5,3.607143,4.500678,4.131284,3670,5063,4982,0.804,0.04
6327,'2019/05/07 18:01:59:611',20,161,328,3,-2.683281,1.341641,4,43,9.348837,3.616279,4.555915,4.082245,3694,5063,4982,0.804,0.04
6328,'2019/05/07 18:01:59:635',20,156,330,7,-6.499337,2.599735,4,44,9.295455,3.625,4.516531,4.034913,3721,5063,4982,0.804,0.04
6329,'2019/05/07 18:01:59:662',20,155,331,2,-1.414214,1.414214,5,45,9.133333,3.655555,4.595452,3.994061,3744,5063,4982,0.804,0.04
6330,'2019/05/07 18:01:59:684',20,154,332,2,-1.414214,1.414214,0,46,8.978261,3.576087,4.664233,3.986041,3772,5063,4982,0.804,0.04
6331,'2019/05/07 18:01:59:715',20,154,333,1,0,1,0.5,47,8.808511,3.510638,4.757778,3.967928,3793,5063,4982,0.804,0.04
6332,'2019/05/07 18:01:59:748',20,154,333,0,0,0,0.5,48,8.625,3.447917,4.87558,3.949467,3824,5063,4982,0.804,0.04
6333,'2019/05/07 18:01:59:784',20,154,333,0,0,0,0,49,8.448979,3.377551,4.97938,3.939028,3857,5063,4982,0.804,0.04
6334,'2019/05/07 18:01:59:811',20,154,332,1,0,-1,0.5,50,8.3,3.32,5.039639,3.919808,3893,5063,4982,0.804,0.04
6335,'2019/05/07 18:01:59:836',20,153,329,4,-1.264911,-3.794733,3,51,8.215686,3.313725,5.025191,3.880671,3921,5063,4982,0.804,0.04
6336,'2019/05/07 18:01:59:861',20,151,321,10,-2.425356,-9.701426,2,52,8.25,3.288461,4.98183,3.846753,3943,5063,4982,0.804,0.04
6337,'2019/05/07 18:01:59:884',20,150,317,5,-1.212678,-4.850713,2.5,53,8.18868,3.273585,4.953851,3.811125,3970,5063,4982,0.804,0.04
6338,'2019/05/07 18:01:59:910',20,150,313,4,0,-4,0.5,54,8.111111,3.222222,4.93989,3.793822,3992,5063,4982,0.804,0.04
6339,'2019/05/07 18:01:59:934',20,148,303,12,-2.353394,-11.766968,8,55,8.181818,3.309091,4.921949,3.813343,4020,5063,4982,0.804,0.04
6340,'2019/05/07 18:01:59:962',20,147,298,6,-1.176697,-5.883484,6,56,8.142858,3.357143,4.885706,3.795589,4044,5063,4982,0.804,0.04
6341,'2019/05/07 18:01:59:983',20,146,292,7,-1.150793,-6.904757,1,57,8.122807,3.315789,4.844254,3.774481,4071,5063,4982,0.804,0.04
6342,'2019/05/07 18:02:00:015',20,146,290,2,0,-2,2.5,58,8.017241,3.301724,4.868413,3.742759,4092,5063,4982,0.804,0.04
6343,'2019/05/07 18:02:00:049',20,146,280,10,0,-10,4,59,8.050847,3.313559,4.83316,3.711467,4124,5063,4982,0.804,0.04
6344,'2019/05/07 18:02:00:085',20,146,279,1,0,-1,4.5,60,7.933333,3.333333,4.877714,3.683065,4158,5063,4982,0.804,0.04
6345,'2019/05/07 18:02:00:117',20,146,274,5,0,-5,2,61,7.885246,3.311476,4.851455,3.656233,4193,5063,4982,0.804,0.04
6346,'2019/05/07 18:02:00:148',20,146,268,6,0,-6,0.5,62,7.854839,3.266129,4.817477,3.643676,4226,5063,4982,0.804,0.04
6347,'2019/05/07 18:02:00:168',20,146,261,7,0,-7,0.333333,63,7.84127,3.219577,4.779683,3.633011,4256,5063,4982,0.804,0.04
6348,'2019/05/07 18:02:00:199',20,146,257,4,0,-4,1.5,64,7.78125,3.192708,4.765847,3.610466,4277,5063,4982,0.804,0.04
6349,'2019/05/07 18:02:00:233',20,147,255,3,1.341641,-2.683281,1,65,7.707692,3.158974,4.765512,3.592458,4308,5063,4982,0.804,0.04
6350,'2019/05/07 18:02:00:259',20,147,249,6,0,-6,1.5,66,7.681818,3.133838,4.733381,3.570561,4342,5063,4982,0.804,0.04
6351,'2019/05/07 18:02:00:285',20,147,248,1,0,-1,5,67,7.582089,3.161691,4.767787,3.550735,4369,5063,4982,0.804,0.04
6352,'2019/05/07 18:02:00:310',20,147,245,3,0,-3,1,68,7.514706,3.129902,4.764585,3.533873,4394,5063,4982,0.804,0.04
6353,'2019/05/07 18:02:00:340',20,147,239,6,0,-6,3,69,7.492754,3.128019,4.732936,3.507828,4420,5063,4982,0.804,0.04
6354,'2019/05/07 18:02:00:367',20,147,233,6,0,-6,0,70,7.471428,3.083333,4.701901,3.502328,4448,5063,4982,0.804,0.04
6355,'2019/05/07 18:02:00:384',20,147,233,0,0,0,6,71,7.366197,3.124413,4.751659,3.494408,4476,5063,4982,0.804,0.04
6356,'2019/05/07 18:02:00:419',20,147,232,1,0,-1,1,72,7.277778,3.094907,4.777359,3.478733,4494,5063,4982,0.804,0.04
6357,'2019/05/07 18:02:00:436',20,147,227,5,0,-5,0.666667,73,7.246575,3.061644,4.751552,3.466161,4524,5063,4982,0.804,0.04
6358,'2019/05/07 18:02:00:462',20,147,226,1,0,-1,1.333333,74,7.162162,3.038288,4.774438,3.448198,4544,5063,4982,0.804,0.04
6359,'2019/05/07 18:02:00:486',20,147,224,2,0,-2,0.5,75,7.093333,3.004444,4.779385,3.437338,4571,5063,4982,0.804,0.04
6360,'2019/05/07 18:02:00:511',20,147,224,0,0,0,0.666667,76,7,2.973684,4.816638,3.424861,4594,5063,4982,0.804,0.04
6361,'2019/05/07 18:02:00:535',20,146,226,3,-1.341641,2.683281,3,77,6.948052,2.974026,4.806509,3.402255,4621,5063,4982,0.804,0.04
6362,'2019/05/07 18:02:00:564',20,145,233,8,-1.131371,7.919596,1.666667,78,6.961538,2.957265,4.776681,3.38333,4643,5063,4982,0.804,0.04
6363,'2019/05/07 18:02:00:585',20,144,237,5,-1.212678,4.850713,1,79,6.936709,2.93249,4.751091,3.368777,4672,5063,4982,0.804,0.04
6364,'2019/05/07 18:02:00:617',20,142,244,9,-2.47249,8.653715,1.333333,80,6.9625,2.9125,4.726559,3.352159,4693,5063,4982,0.804,0.04
6365,'2019/05/07 18:02:00:651',20,141,251,8,-1.131371,7.919596,0.5,81,6.975308,2.882716,4.698339,3.34191,4726,5063,4982,0.804,0.04
6366,'2019/05/07 18:02:00:682',20,141,259,8,0,8,0,82,6.987805,2.847561,4.670617,3.336439,4759,5063,4982,0.804,0.04
6367,'2019/05/07 18:02:00:714',20,140,264,6,-1.176697,5.883484,1,83,6.975904,2.825301,4.643317,3.322228,4791,5063,4982,0.804,0.04
6368,'2019/05/07 18:02:00:736',20,140,275,11,0,11,1.25,84,7.023809,2.806548,4.636098,3.306624,4821,5063,4982,0.804,0.04
6369,'2019/05/07 18:02:00:766',20,140,277,2,0,2,3,85,6.964706,2.808824,4.640522,3.286949,4844,5063,4982,0.804,0.04
6370,'2019/05/07 18:02:00:799',20,140,280,3,0,3,0.5,86,6.918605,2.781977,4.632914,3.277028,4875,5063,4982,0.804,0.04
6371,'2019/05/07 18:02:00:833',20,140,283,3,0,3,0,87,6.873563,2.75,4.625019,3.271544,4908,5063,4982,0.804,0.04
6372,'2019/05/07 18:02:00:864',20,141,287,5,1.212678,4.850713,1,88,6.852273,2.730114,4.602697,3.258033,4941,5063,4982,0.804,0.04
6373,'2019/05/07 18:02:00:884',20,141,289,2,0,2,1,89,6.797753,2.710674,4.605283,3.244656,4972,5063,4982,0.804,0.04
6374,'2019/05/07 18:02:00:913',20,141,289,0,0,0,1,90,6.722222,2.691667,4.635059,3.231411,4993,5063,4982,0.804,0.04
6375,'2019/05/07 18:02:00:935',20,144,294,8,4.115966,6.859944,4,91,6.736264,2.706044,4.611183,3.216334,5021,5063,4982,0.804,0.04
6376,'2019/05/07 18:02:00:967',20,145,295,2,1.414214,1.414214,2,92,6.684783,2.69837,4.612284,3.19946,5043,5063,4982,0.804,0.04
6377,'2019/05/07 18:02:00:998',20,145,296,1,0,1,0.333333,93,6.623656,2.672939,4.62487,3.191461,5075,5063,4982,0.804,0.04
6378,'2019/05/07 18:02:01:016',20,147,298,4,2.828427,2.828427,1.5,94,6.595745,2.660461,4.607892,3.176562,5106,5063,4982,0.804,0.04
6379,'2019/05/07 18:02:01:048',20,147,298,0,0,0,4,95,6.526316,2.674561,4.633004,3.162605,5126,5063,4982,0.804,0.04
6380,'2019/05/07 18:02:01:064',20,150,301,6,4.242641,4.242641,3,96,6.520833,2.677951,4.608869,3.146092,5156,5063,4982,0.804,0.04
6381,'2019/05/07 18:02:01:085',20,151,302,2,1.414214,1.414214,1.333333,97,6.474227,2.664089,4.607722,3.13264,5172,5063,4982,0.804,0.04
6382,'2019/05/07 18:02:01:111',20,152,303,2,1.414214,1.414214,0,98,6.428571,2.636905,4.606137,3.128048,5194,5063,4982,0.804,0.04
6383,'2019/05/07 18:02:01:136',20,154,305,4,2.828427,2.828427,1,99,6.40404,2.62037,4.589071,3.116394,5220,5063,4982,0.804,0.04
6384,'2019/05/07 18:02:01:163',20,157,308,6,4.242641,4.242641,0.5,100,6.4,2.599167,4.566015,3.107855,5243,5063,4982,0.804,0.04
6385,'2019/05/07 18:02:01:186',20,158,309,2,1.414214,1.414214,2,101,6.356436,2.593234,4.564174,3.092853,5272,5063,4982,0.804,0.04
6386,'2019/05/07 18:02:01:211',20,161,311,5,4.160252,2.773501,1,102,6.343137,2.577614,4.543508,3.081544,5294,5063,4982,0.804,0.04
6387,'2019/05/07 18:02:01:234',20,165,313,6,5.366563,2.683281,0.5,103,6.339806,2.557443,4.521307,3.073227,5320,5063,4982,0.804,0.04
6388,'2019/05/07 18:02:01:261',20,167,314,3,2.683281,1.341641,1.5,104,6.307693,2.547276,4.51121,3.060028,5342,5063,4982,0.804,0.04
6389,'2019/05/07 18:02:01:285',20,174,317,10,9.19145,3.939193,3.5,105,6.342857,2.556349,4.503904,3.046701,5370,5063,4982,0.804,0.04
6390,'2019/05/07 18:02:01:316',20,179,319,7,6.499337,2.599735,1,106,6.349057,2.541667,4.482861,3.035923,5393,5063,4982,0.804,0.04
6391,'2019/05/07 18:02:01:350',20,187,323,12,10.733126,5.366563,2.5,107,6.401869,2.541277,4.494986,3.021571,5425,5063,4982,0.804,0.04
6392,'2019/05/07 18:02:01:388',20,195,326,11,10.299622,3.862358,0.25,108,6.444445,2.520062,4.495758,3.015491,5457,5063,4982,0.804,0.04
6393,'2019/05/07 18:02:01:416',20,206,330,15,14.096902,5.126146,1.333333,109,6.522936,2.509174,4.549311,3.003649,5496,5063,4982,0.804,0.04
6394,'2019/05/07 18:02:01:434',20,222,336,22,20.599243,7.724716,1.4,110,6.663636,2.499091,4.762772,2.991708,5522,5063,4982,0.804,0.04
6395,'2019/05/07 18:02:01:463',20,222,336,0,0,0,7.333333,111,6.603604,2.542643,4.783075,3.013219,5542,5063,4982,0.804,0.04
6396,'2019/05/07 18:02:01:484',20,234,338,14,13.809514,2.301586,7,112,6.669643,2.582441,4.8125,3.02904,5572,5063,4982,0.804,0.04
6397,'2019/05/07 18:02:01:512',20,243,341,12,11.3842,3.794733,0.5,113,6.716814,2.564012,4.817137,3.021844,5591,5063,4982,0.804,0.04
6398,'2019/05/07 18:02:01:537',20,265,347,28,27.013386,7.367287,8,114,6.903509,2.611696,5.193545,3.05122,5620,5063,4982,0.804,0.04
6399,'2019/05/07 18:02:01:561',20,265,347,0,0,0,9.333333,115,6.843478,2.670145,5.210635,3.101798,5645,5063,4982,0.804,0.04
6400,'2019/05/07 18:02:01:586',20,286,351,25,24.558464,4.677803,12.5,116,7,2.754885,5.454954,3.220322,5670,5063,4982,0.804,0.04
6401,'2019/05/07 18:02:01:614',20,300,354,17,16.622641,3.561994,2.666667,117,7.08547,2.754131,5.50951,3.206422,5694,5063,4982,0.804,0.04
6402,'2019/05/07 18:02:01:635',20,325,360,31,30.144005,7.234561,3.5,118,7.288136,2.760452,5.911168,3.193428,5721,5063,4982,0.804,0.04
6403,'2019/05/07 18:02:01:666',20,333,362,10,9.701426,2.425356,5.25,119,7.310925,2.781373,5.891315,3.188046,5742,5063,4982,0.804,0.04
6404,'2019/05/07 18:02:01:687',20,362,366,33,32.690498,4.509034,4.6,120,7.525,2.796528,6.31786,3.178962,5772,5063,4982,0.804,0.04
6405,'2019/05/07 18:02:01:713',20,389,370,31,30.665308,4.543009,0.4,121,7.719008,2.776722,6.643572,3.173176,5793,5063,4982,0.804,0.04
6406,'2019/05/07 18:02:01:736',20,389,370,0,0,0,10.333333,122,7.655738,2.838661,6.652869,3.233246,5821,5063,4982,0.804,0.04
6407,'2019/05/07 18:02:01:764',20,405,372,18,17.861002,2.232625,4.5,123,7.739837,2.852168,6.690876,3.223451,5843,5063,4982,0.804,0.04
6408,'2019/05/07 18:02:01:786',20,424,375,22,21.730785,3.431177,1.333333,124,7.854839,2.83992,6.785558,3.213216,5872,5063,4982,0.804,0.04
6409,'2019/05/07 18:02:01:816',20,430,374,7,6.904757,-1.150793,3,125,7.848,2.8412,6.758574,3.200265,5891,5063,4982,0.804,0.04
6410,'2019/05/07 18:02:01:849',20,433,374,3,3,0,1.333333,126,7.809524,2.829233,6.745327,3.190268,5924,5063,4982,0.804,0.04
6411,'2019/05/07 18:02:01:884',20,438,373,6,5.883484,-1.176697,1,127,7.795276,2.81483,6.720424,3.181726,5957,5063,4982,0.804,0.04
6412,'2019/05/07 18:02:01:916',20,438,372,1,0,-1,1.666667,128,7.742188,2.80586,6.720803,3.1708,5992,5063,4982,0.804,0.04
6413,'2019/05/07 18:02:01:949',20,438,366,6,0,-6,1.666667,129,7.728682,2.797029,6.696258,3.159982,6024,5063,4982,0.804,0.04
6414,'2019/05/07 18:02:01:967',20,438,366,0,0,0,1.5,130,7.669231,2.787051,6.704607,3.149764,6056,5063,4982,0.804,0.04
6415,'2019/05/07 18:02:01:999',20,437,364,3,-1.341641,-2.683281,1,131,7.633588,2.77341,6.691218,3.141509,6075,5063,4982,0.804,0.04
6416,'2019/05/07 18:02:02:033',20,436,360,5,-1.212678,-4.850713,0.666667,132,7.613636,2.75745,6.66957,3.134863,6107,5063,4982,0.804,0.04
6417,'2019/05/07 18:02:02:051',20,433,359,4,-3.794733,-1.264911,0.2,133,7.586466,2.738221,6.651644,3.130831,6138,5063,4982,0.804,0.04
6418,'2019/05/07 18:02:02:085',20,432,358,2,-1.414214,-1.414214,1,134,7.544776,2.725249,6.64414,3.12265,6159,5063,4982,0.804,0.04
6419,'2019/05/07 18:02:02:113',20,430,357,3,-2.683281,-1.341641,0.2,135,7.511111,2.706543,6.630849,3.118559,6191,5063,4982,0.804,0.04
6420,'2019/05/07 18:02:02:138',20,428,357,2,-2,0,0.25,136,7.470588,2.688481,6.623126,3.114119,6220,5063,4982,0.804,0.04
6421,'2019/05/07 18:02:02:165',20,426,359,4,-2.828427,2.828427,0.5,137,7.445255,2.672506,6.60539,3.108278,6244,5063,4982,0.804,0.04
6422,'2019/05/07 18:02:02:186',20,425,360,2,-1.414214,1.414214,0.5,138,7.405797,2.656764,6.597542,3.10243,6272,5063,4982,0.804,0.04
6423,'2019/05/07 18:02:02:216',20,422,364,7,-4.2,5.6,1,139,7.402878,2.644844,6.573684,3.094362,6292,5063,4982,0.804,0.04
6424,'2019/05/07 18:02:02:240',20,420,369,7,-2.599735,6.499337,0,140,7.4,2.625952,6.550083,3.091303,6321,5063,4982,0.804,0.04
6425,'2019/05/07 18:02:02:269',20,418,373,6,-2.683281,5.366563,0.25,141,7.390071,2.609102,6.527714,3.086735,6347,5063,4982,0.804,0.04
6426,'2019/05/07 18:02:02:302',20,418,373,0,0,0,2,142,7.338028,2.604812,6.534022,3.076194,6377,5063,4982,0.804,0.04
6427,'2019/05/07 18:02:02:337',20,415,376,6,-4.242641,4.242641,1.5,143,7.328671,2.597086,6.511935,3.066736,6409,5063,4982,0.804,0.04
6428,'2019/05/07 18:02:02:354',20,411,381,9,-5.622255,7.027819,0.375,144,7.340278,2.581655,6.490621,3.061599,6440,5063,4982,0.804,0.04
6429,'2019/05/07 18:02:02:386',20,410,383,3,-1.341641,2.683281,1.5,145,7.310345,2.574196,6.478078,3.052272,6462,5063,4982,0.804,0.04
6430,'2019/05/07 18:02:02:418',20,408,385,4,-2.828427,2.828427,0.2,146,7.287671,2.557934,6.461514,3.048069,6493,5063,4982,0.804,0.04
6431,'2019/05/07 18:02:02:450',20,407,385,1,-1,0,0.75,147,7.244898,2.545635,6.460196,3.04127,6525,5063,4982,0.804,0.04
6432,'2019/05/07 18:02:02:471',20,404,387,5,-4.160252,2.773501,0.8,148,7.22973,2.53384,6.440829,3.034303,6556,5063,4982,0.804,0.04
6433,'2019/05/07 18:02:02:507',20,402,387,2,-2,0,0.6,149,7.194631,2.520862,6.433314,3.028181,6577,5063,4982,0.804,0.04
6434,'2019/05/07 18:02:02:537',20,396,389,8,-7.589466,2.529822,0.857143,150,7.2,2.50977,6.412027,3.021059,6611,5063,4982,0.804,0.04
6435,'2019/05/07 18:02:02:564',20,396,389,0,0,0,1.6,151,7.152318,2.503745,6.417423,3.011881,6643,5063,4982,0.804,0.04
6436,'2019/05/07 18:02:02:587',20,387,391,11,-10.738058,2.386235,2.2,152,7.177631,2.501747,6.403747,3.001993,6670,5063,4982,0.804,0.04
6437,'2019/05/07 18:02:02:616',20,384,392,4,-3.794733,1.264911,1,153,7.156863,2.491932,6.387815,2.994562,6691,5063,4982,0.804,0.04
6438,'2019/05/07 18:02:02:640',20,383,393,2,-1.414214,1.414214,0.4,154,7.123377,2.478348,6.380453,2.989517,6722,5063,4982,0.804,0.04
6439,'2019/05/07 18:02:02:664',20,379,394,5,-4.850713,1.212678,0.5,155,7.109677,2.465584,6.361989,2.98403,6744,5063,4982,0.804,0.04
6440,'2019/05/07 18:02:02:691',20,374,397,8,-6.859944,4.115966,0.75,156,7.115385,2.454587,6.341834,2.977559,6771,5063,4982,0.804,0.04
6441,'2019/05/07 18:02:02:717',20,370,400,7,-5.6,4.2,0.166667,157,7.11465,2.440014,6.321482,2.973611,6796,5063,4982,0.804,0.04
6442,'2019/05/07 18:02:02:736',20,370,400,0,0,0,1.4,158,7.06962,2.433431,6.326687,2.96528,6823,5063,4982,0.804,0.04
