@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute x numeric
@attribute y numeric
@attribute istSpeed numeric
@attribute istVelX numeric
@attribute istVelY numeric
@attribute istAcc numeric
@attribute size numeric
@attribute avgSpeed numeric
@attribute avgAccel numeric
@attribute stdSpeed numeric
@attribute stdAccel numeric
@attribute timeBeforeDrawing numeric
@attribute timeDrawing numeric
@attribute timeBeforeEval numeric
@attribute selectedX numeric
@attribute selectedY numeric

@data
6798,'2019/05/07 18:02:19:224',22,250,340,1,1,0,0.25,201,4.606965,1.673371,4.021163,2.182996,5868,4446,3247,1,-0.856
6799,'2019/05/07 18:02:19:253',22,250,340,0,0,0,0.2,202,4.584158,1.666077,4.024223,2.180026,5889,4446,3247,1,-0.856
6800,'2019/05/07 18:02:19:272',22,256,341,7,6.904757,1.150793,1.166667,203,4.596059,1.663617,4.01783,2.174906,5918,4446,3247,1,-0.856
6801,'2019/05/07 18:02:19:288',22,263,340,8,7.919596,-1.131371,0.125,204,4.612745,1.656075,4.015,2.172215,5935,4446,3247,1,-0.856
6802,'2019/05/07 18:02:19:322',22,263,340,0,0,0,1.6,205,4.590244,1.655801,4.018085,2.166888,5954,4446,3247,1,-0.856
6803,'2019/05/07 18:02:19:346',22,266,336,7,4.2,-5.6,0.636364,206,4.601942,1.650852,4.011787,2.162763,5982,4446,3247,1,-0.856
6804,'2019/05/07 18:02:19:370',22,267,328,9,1.116313,-8.930501,0.222222,207,4.623188,1.643951,4.013695,2.159791,6008,4446,3247,1,-0.856
6805,'2019/05/07 18:02:19:388',22,266,326,3,-1.341641,-2.683281,0.857143,208,4.615385,1.640168,4.00557,2.155257,6034,4446,3247,1,-0.856
6806,'2019/05/07 18:02:19:408',22,266,326,0,0,0,0.428571,209,4.593301,1.634371,4.008662,2.151704,6052,4446,3247,1,-0.856
6807,'2019/05/07 18:02:19:440',22,266,325,1,0,-1,0.142857,210,4.57619,1.627268,4.006741,2.149016,6072,4446,3247,1,-0.856
6808,'2019/05/07 18:02:19:466',22,265,326,2,-1.414214,1.414214,0.2,211,4.563981,1.620504,4.001122,2.146144,6106,4446,3247,1,-0.856
6809,'2019/05/07 18:02:19:488',22,264,327,2,-1.414214,1.414214,0,212,4.551887,1.61286,3.995513,2.143943,6132,4446,3247,1,-0.856
6810,'2019/05/07 18:02:19:520',22,262,331,6,-2.683281,5.366563,0.666667,213,4.558685,1.608418,3.98731,2.139863,6153,4446,3247,1,-0.856
6811,'2019/05/07 18:02:19:538',22,260,339,10,-2.425356,9.701426,0.444444,214,4.584112,1.602979,3.995294,2.136316,6182,4446,3247,1,-0.856
6812,'2019/05/07 18:02:19:568',22,260,342,3,0,3,1.4,215,4.576744,1.602035,3.987411,2.131364,6203,4446,3247,1,-0.856
6813,'2019/05/07 18:02:19:591',22,260,344,2,0,2,0.142857,216,4.564815,1.595279,3.981992,2.128719,6231,4446,3247,1,-0.856
6814,'2019/05/07 18:02:19:618',22,262,349,7,2.599735,6.499337,0.555556,217,4.576037,1.590488,3.9762,2.124958,6253,4446,3247,1,-0.856
6815,'2019/05/07 18:02:19:640',22,265,353,7,4.2,5.6,0,218,4.587156,1.583192,3.970421,2.122789,6281,4446,3247,1,-0.856
6816,'2019/05/07 18:02:19:673',22,266,353,1,1,0,1,219,4.570776,1.580529,3.968716,2.118283,6305,4446,3247,1,-0.856
6817,'2019/05/07 18:02:19:694',22,266,354,1,0,1,0,220,4.554545,1.573345,3.966956,2.116126,6333,4446,3247,1,-0.856
6818,'2019/05/07 18:02:19:723',22,267,354,1,1,0,0,221,4.538462,1.566226,3.965146,2.113962,6356,4446,3247,1,-0.856
6819,'2019/05/07 18:02:19:754',22,269,355,3,2.683281,1.341641,0.285714,222,4.531531,1.560458,3.957511,2.110924,6387,4446,3247,1,-0.856
6820,'2019/05/07 18:02:19:771',22,269,356,1,0,1,0.25,223,4.515695,1.554581,3.955664,2.107992,6417,4446,3247,1,-0.856
6821,'2019/05/07 18:02:19:802',22,270,356,1,1,0,0,224,4.5,1.547641,3.953769,2.105824,6436,4446,3247,1,-0.856
6822,'2019/05/07 18:02:19:828',22,270,356,0,0,0,0.166667,225,4.48,1.541503,3.956323,2.103132,6466,4446,3247,1,-0.856
6823,'2019/05/07 18:02:19:857',22,270,356,0,0,0,0,226,4.460177,1.534683,3.958754,2.100957,6485,4446,3247,1,-0.856
6824,'2019/05/07 18:02:19:887',22,270,356,0,0,0,0,227,4.440529,1.527922,3.961064,2.098778,6522,4446,3247,1,-0.856
6825,'2019/05/07 18:02:19:907',22,270,356,0,0,0,0,228,4.421052,1.52122,3.963255,2.096594,6549,4446,3247,1,-0.856
6826,'2019/05/07 18:02:19:936',22,270,356,0,0,0,0,229,4.401747,1.514578,3.965332,2.094404,6572,4446,3247,1,-0.856
6827,'2019/05/07 18:02:19:957',22,270,355,1,0,-1,0.125,230,4.386957,1.508536,3.963016,2.091834,6599,4446,3247,1,-0.856
6828,'2019/05/07 18:02:27:645',23,300,265,0,0,0,0,1,0,0,0,0,3078,6628,4603,0.452,-0.268
6829,'2019/05/07 18:02:27:667',23,300,265,0,0,0,0,2,0,0,0,0,3078,6628,4603,0.452,-0.268
6830,'2019/05/07 18:02:27:695',23,300,265,0,0,0,0,3,0,0,0,0,3100,6628,4603,0.452,-0.268
6831,'2019/05/07 18:02:27:718',23,299,264,2,-1.414214,-1.414214,0,4,0.5,0,1,0,3128,6628,4603,0.452,-0.268
6832,'2019/05/07 18:02:27:746',23,294,258,11,-7.042028,-8.450434,9,5,2.6,1.8,4.774934,4.024922,3150,6628,4603,0.452,-0.268
6833,'2019/05/07 18:02:27:766',23,283,243,26,-15.375455,-20.966528,15,6,6.5,4,10.464225,6.480741,3178,6628,4603,0.452,-0.268
6834,'2019/05/07 18:02:27:796',23,280,238,8,-4.115966,-6.859944,18,7,6.714286,6,9.569296,7.937254,3198,6628,4603,0.452,-0.268
6835,'2019/05/07 18:02:27:817',23,273,222,23,-9.218834,-21.071619,0,8,8.75,5.25,10.566118,7.648529,3229,6628,4603,0.452,-0.268
6836,'2019/05/07 18:02:27:848',23,272,213,10,-1.104315,-9.938837,0,9,8.888889,4.666667,9.892477,7.36546,3249,6628,4603,0.452,-0.268
6837,'2019/05/07 18:02:27:867',23,276,200,17,4.999459,-16.248243,0,10,9.7,4.2,9.672986,7.099295,3280,6628,4603,0.452,-0.268
6838,'2019/05/07 18:02:27:896',23,276,200,0,0,0,17,11,8.818182,5.363636,9.631388,7.76238,3299,6628,4603,0.452,-0.268
6839,'2019/05/07 18:02:27:914',23,282,197,9,8.049845,-4.024922,0,12,8.833333,4.916667,9.183318,7.561365,3329,6628,4603,0.452,-0.268
6840,'2019/05/07 18:02:27:934',23,286,197,4,4,0,0,13,8.461538,4.538462,8.893963,7.366765,3347,6628,4603,0.452,-0.268
6841,'2019/05/07 18:02:27:961',23,288,198,3,2.683281,1.341641,1,14,8.071428,4.285714,8.668815,7.140659,3366,6628,4603,0.452,-0.268
6842,'2019/05/07 18:02:27:983',23,296,208,18,11.244511,14.055638,0,15,8.733334,4,8.737985,6.969321,3394,6628,4603,0.452,-0.268
6843,'2019/05/07 18:02:28:013',23,300,212,8,5.656854,5.656854,10,16,8.6875,4.375,8.443686,6.898067,3416,6628,4603,0.452,-0.268
6844,'2019/05/07 18:02:28:034',23,313,217,18,16.80022,6.461623,10,17,9.235294,4.705883,8.481814,6.816934,3445,6628,4603,0.452,-0.268
6845,'2019/05/07 18:02:28:062',23,323,216,11,10.94541,-1.094541,7,18,9.333333,4.833333,8.239075,6.635466,3466,6628,4603,0.452,-0.268
6846,'2019/05/07 18:02:28:083',23,336,210,19,17.251228,-7.962105,8,19,9.842105,5,8.308384,6.489307,3494,6628,4603,0.452,-0.268
6847,'2019/05/07 18:02:28:100',23,343,199,18,9.663759,-15.185907,1,20,10.25,4.8,8.289975,6.379242,3515,6628,4603,0.452,-0.268
6848,'2019/05/07 18:02:28:129',23,343,199,0,0,0,0,21,9.761905,4.571429,8.383941,6.305326,3533,6628,4603,0.452,-0.268
6849,'2019/05/07 18:02:28:147',23,341,188,13,-2.325511,-12.790309,13,22,9.909091,4.954545,8.210962,6.410388,3561,6628,4603,0.452,-0.268
6850,'2019/05/07 18:02:28:169',23,338,185,6,-4.242641,-4.242641,0,23,9.73913,4.73913,8.063483,6.347636,3580,6628,4603,0.452,-0.268
6851,'2019/05/07 18:02:28:196',23,332,179,12,-8.485282,-8.485282,6,24,9.833333,4.791667,7.899734,6.213444,3602,6628,4603,0.452,-0.268
6852,'2019/05/07 18:02:28:218',23,323,175,13,-11.87955,-5.2798,0,25,9.96,4.6,7.759295,6.15765,3629,6628,4603,0.452,-0.268
6853,'2019/05/07 18:02:28:247',23,321,175,2,-2,0,11,26,9.653846,4.846154,7.761146,6.162418,3650,6628,4603,0.452,-0.268
6854,'2019/05/07 18:02:28:263',23,311,182,17,-13.926943,9.74886,15,27,9.925926,5.222222,7.740632,6.350853,3679,6628,4603,0.452,-0.268
6855,'2019/05/07 18:02:28:285',23,311,182,0,0,0,17,28,9.571428,5.642857,7.824124,6.617678,3695,6628,4603,0.452,-0.268
6856,'2019/05/07 18:02:28:315',23,308,185,6,-4.242641,4.242641,0,29,9.448276,5.448276,7.711708,6.582369,3717,6628,4603,0.452,-0.268
6857,'2019/05/07 18:02:28:334',23,303,199,19,-6.390391,17.893097,6.5,30,9.766666,5.483333,7.775662,6.470734,3746,6628,4603,0.452,-0.268
6858,'2019/05/07 18:02:28:363',23,303,205,6,0,6,0,31,9.645162,5.306452,7.674844,6.43775,3767,6628,4603,0.452,-0.268
6859,'2019/05/07 18:02:28:384',23,304,211,7,1.150793,6.904757,1,32,9.5625,5.171875,7.564507,6.378656,3795,6628,4603,0.452,-0.268
6860,'2019/05/07 18:02:28:414',23,309,216,10,7.071068,7.071068,3,33,9.575758,5.106061,7.445764,6.289572,3816,6628,4603,0.452,-0.268
6861,'2019/05/07 18:02:28:434',23,311,217,3,2.683281,1.341641,7,34,9.382353,5.161765,7.418301,6.202054,3846,6628,4603,0.452,-0.268
6862,'2019/05/07 18:02:28:461',23,312,218,2,1.414214,1.414214,0,35,9.171429,5.014286,7.414159,6.172146,3867,6628,4603,0.452,-0.268
6863,'2019/05/07 18:02:28:483',23,317,220,7,6.499337,2.599735,5,36,9.111111,5.013889,7.31643,6.083333,3893,6628,4603,0.452,-0.268
6864,'2019/05/07 18:02:28:504',23,321,221,5,4.850713,1.212678,2,37,9,4.932433,7.245688,6.018677,3915,6628,4603,0.452,-0.268
6865,'2019/05/07 18:02:28:530',23,324,222,4,3.794733,1.264911,1,38,8.868421,4.828948,7.192981,5.970962,3936,6628,4603,0.452,-0.268
6866,'2019/05/07 18:02:28:552',23,333,221,10,9.938837,-1.104315,6,39,8.897436,4.858974,7.100018,5.894855,3962,6628,4603,0.452,-0.268
6867,'2019/05/07 18:02:28:585',23,338,220,6,5.883484,-1.176697,4,40,8.825,4.8375,7.023358,5.820375,3984,6628,4603,0.452,-0.268
6868,'2019/05/07 18:02:28:601',23,346,217,11,10.299622,-3.862358,5,41,8.878049,4.841464,6.943325,5.747216,4017,6628,4603,0.452,-0.268
6869,'2019/05/07 18:02:28:630',23,346,217,0,0,0,0,42,8.666667,4.726191,6.993609,5.72564,4034,6628,4603,0.452,-0.268
6870,'2019/05/07 18:02:28:649',23,350,215,6,5.366563,-2.683281,6,43,8.604651,4.755814,6.921807,5.660401,4062,6628,4603,0.452,-0.268
6871,'2019/05/07 18:02:28:668',23,351,212,4,1.264911,-3.794733,1,44,8.5,4.670455,6.875978,5.622777,4080,6628,4603,0.452,-0.268
6872,'2019/05/07 18:02:28:696',23,351,212,0,0,0,2,45,8.311111,4.611111,6.914485,5.572751,4099,6628,4603,0.452,-0.268
6873,'2019/05/07 18:02:28:716',23,352,209,4,1.264911,-3.794733,4,46,8.217391,4.597826,6.86671,5.51122,4128,6628,4603,0.452,-0.268
6874,'2019/05/07 18:02:28:735',23,352,206,3,0,-3,0,47,8.106383,4.5,6.834168,5.492089,4148,6628,4603,0.452,-0.268
6875,'2019/05/07 18:02:28:764',23,352,204,2,0,-2,0.5,48,7.979167,4.416667,6.818278,5.463938,4167,6628,4603,0.452,-0.268
6876,'2019/05/07 18:02:28:782',23,351,198,7,-1.150793,-6.904757,2.5,49,7.959184,4.377551,6.748331,5.413651,4195,6628,4603,0.452,-0.268
6877,'2019/05/07 18:02:28:803',23,350,191,8,-1.131371,-7.919596,0.5,50,7.96,4.3,6.679118,5.386112,4213,6628,4603,0.452,-0.268
6878,'2019/05/07 18:02:28:832',23,348,186,7,-2.599735,-6.499337,0.5,51,7.941176,4.22549,6.613356,5.358464,4234,6628,4603,0.452,-0.268
6879,'2019/05/07 18:02:28:853',23,348,184,2,0,-2,1.666667,52,7.826923,4.176282,6.599825,5.317523,4263,6628,4603,0.452,-0.268
6880,'2019/05/07 18:02:28:878',23,347,183,2,-1.414214,-1.414214,0,53,7.716981,4.097485,6.584881,5.297297,4284,6628,4603,0.452,-0.268
6881,'2019/05/07 18:02:28:899',23,346,180,4,-1.264911,-3.794733,2,54,7.648148,4.058642,6.542048,5.254843,4310,6628,4603,0.452,-0.268
6882,'2019/05/07 18:02:28:915',23,346,177,3,0,-3,0.5,55,7.563636,3.993939,6.511425,5.228027,4330,6628,4603,0.452,-0.268
6883,'2019/05/07 18:02:28:934',23,346,176,1,0,-1,2,56,7.446429,3.958333,6.511304,5.18713,4347,6628,4603,0.452,-0.268
6884,'2019/05/07 18:02:28:961',23,345,174,3,-1.341641,-2.683281,2,57,7.368421,3.923977,6.479724,5.147147,4366,6628,4603,0.452,-0.268
6885,'2019/05/07 18:02:28:983',23,345,171,3,0,-3,0,58,7.293103,3.856322,6.448197,5.127748,4393,6628,4603,0.452,-0.268
6886,'2019/05/07 18:02:29:001',23,345,169,2,0,-2,1,59,7.20339,3.80791,6.429403,5.096934,4414,6628,4603,0.452,-0.268
6887,'2019/05/07 18:02:29:029',23,345,167,2,0,-2,0,60,7.116667,3.744445,6.409981,5.077411,4431,6628,4603,0.452,-0.268
6888,'2019/05/07 18:02:29:050',23,345,164,3,0,-3,1,61,7.049181,3.699454,6.378155,5.047168,4460,6628,4603,0.452,-0.268
6889,'2019/05/07 18:02:29:067',23,344,164,1,-1,0,1,62,6.951613,3.655914,6.372141,5.017354,4481,6628,4603,0.452,-0.268
6890,'2019/05/07 18:02:29:099',23,344,163,1,0,-1,0,63,6.857143,3.597884,6.364866,4.997997,4498,6628,4603,0.452,-0.268
6891,'2019/05/07 18:02:29:117',23,341,162,4,-3.794733,-1.264911,3,64,6.8125,3.588542,6.324242,4.958734,4530,6628,4603,0.452,-0.268
6892,'2019/05/07 18:02:29:145',23,341,162,0,0,0,2,65,6.707692,3.564103,6.331279,4.923785,4548,6628,4603,0.452,-0.268
6893,'2019/05/07 18:02:29:169',23,337,162,4,-4,0,4,66,6.666667,3.570707,6.291222,4.886058,4577,6628,4603,0.452,-0.268
6894,'2019/05/07 18:02:29:201',23,335,162,2,-2,0,1,67,6.597015,3.532338,6.269356,4.85906,4600,6628,4603,0.452,-0.268
6895,'2019/05/07 18:02:29:218',23,330,168,11,-7.042028,8.450434,1.8,68,6.661765,3.506863,6.245261,4.827236,4629,6628,4603,0.452,-0.268
6896,'2019/05/07 18:02:29:248',23,330,168,0,0,0,11,69,6.565217,3.615459,6.250831,4.875782,4650,6628,4603,0.452,-0.268
6897,'2019/05/07 18:02:29:272',23,328,174,8,-2.529822,7.589466,2.666667,70,6.585714,3.601905,6.207739,4.84165,4678,6628,4603,0.452,-0.268
6898,'2019/05/07 18:02:29:295',23,328,177,3,0,3,2.5,71,6.535211,3.586385,6.177913,4.80872,4703,6628,4603,0.452,-0.268
6899,'2019/05/07 18:02:29:316',23,327,180,4,-1.264911,3.794733,0.5,72,6.5,3.543519,6.141523,4.788571,4726,6628,4603,0.452,-0.268
6900,'2019/05/07 18:02:29:333',23,327,184,4,0,4,0,73,6.465754,3.494977,6.105739,4.773252,4747,6628,4603,0.452,-0.268
6901,'2019/05/07 18:02:29:357',23,327,187,3,0,3,0.5,74,6.418919,3.454505,6.077145,4.753214,4764,6628,4603,0.452,-0.268
6902,'2019/05/07 18:02:29:386',23,327,190,3,0,3,0,75,6.373333,3.408445,6.048842,4.737813,4787,6628,4603,0.452,-0.268
6903,'2019/05/07 18:02:29:419',23,328,192,3,1.341641,2.683281,0,76,6.328948,3.363597,6.020826,4.722333,4817,6628,4603,0.452,-0.268
6904,'2019/05/07 18:02:29:436',23,329,192,1,1,0,1,77,6.25974,3.332901,6.011838,4.698887,4851,6628,4603,0.452,-0.268
6905,'2019/05/07 18:02:29:465',23,330,190,3,1.341641,-2.683281,1,78,6.217949,3.302992,5.984064,4.675743,4867,6628,4603,0.452,-0.268
6906,'2019/05/07 18:02:29:485',23,330,189,1,0,-1,1,79,6.151899,3.27384,5.974495,4.652894,4896,6628,4603,0.452,-0.268
6907,'2019/05/07 18:02:29:516',23,330,186,3,0,-3,1,80,6.1125,3.245417,5.947011,4.630334,4916,6628,4603,0.452,-0.268
6908,'2019/05/07 18:02:29:534',23,329,183,4,-1.264911,-3.794733,0.333333,81,6.08642,3.209466,5.914381,4.612667,4946,6628,4603,0.452,-0.268
6909,'2019/05/07 18:02:29:552',23,327,182,3,-2.683281,-1.341641,0.333333,82,6.04878,3.174391,5.887637,4.595097,4964,6628,4603,0.452,-0.268
6910,'2019/05/07 18:02:29:579',23,327,182,0,0,0,3,83,5.975904,3.17229,5.889171,4.567032,4984,6628,4603,0.452,-0.268
6911,'2019/05/07 18:02:29:600',23,324,184,5,-4.160252,2.773501,5,84,5.964286,3.194048,5.854557,4.543814,5011,6628,4603,0.452,-0.268
6912,'2019/05/07 18:02:29:630',23,322,185,3,-2.683281,1.341641,2,85,5.929412,3.180001,5.828478,4.518543,5032,6628,4603,0.452,-0.268
6913,'2019/05/07 18:02:29:648',23,318,188,7,-5.6,4.2,2,86,5.941861,3.16628,5.79524,4.493685,5061,6628,4603,0.452,-0.268
6914,'2019/05/07 18:02:29:668',23,316,191,5,-2.773501,4.160252,1,87,5.931035,3.14138,5.762336,4.473516,5079,6628,4603,0.452,-0.268
6915,'2019/05/07 18:02:29:697',23,315,193,3,-1.341641,2.683281,1,88,5.897727,3.117046,5.737634,4.453587,5099,6628,4603,0.452,-0.268
6916,'2019/05/07 18:02:29:717',23,315,204,11,0,11,4,89,5.955056,3.126967,5.730521,4.4292,5128,6628,4603,0.452,-0.268
6917,'2019/05/07 18:02:29:737',23,315,205,1,0,1,3.333333,90,5.9,3.12926,5.722124,4.404297,5146,6628,4603,0.452,-0.268
6918,'2019/05/07 18:02:29:766',23,316,206,2,1.414214,1.414214,0.333333,91,5.857143,3.098536,5.704913,4.389559,5167,6628,4603,0.452,-0.268
6919,'2019/05/07 18:02:29:785',23,319,207,4,3.794733,1.264911,0.666667,92,5.836957,3.072102,5.676785,4.37273,5196,6628,4603,0.452,-0.268
6920,'2019/05/07 18:02:29:813',23,319,207,0,0,0,2,93,5.774194,3.060574,5.678197,4.350321,5216,6628,4603,0.452,-0.268
6921,'2019/05/07 18:02:29:837',23,322,205,5,4.160252,-2.773501,2.5,94,5.765957,3.05461,5.648155,4.327255,5244,6628,4603,0.452,-0.268
6922,'2019/05/07 18:02:29:864',23,322,200,5,0,-5,0,95,5.757895,3.022457,5.618576,4.31557,5266,6628,4603,0.452,-0.268
6923,'2019/05/07 18:02:29:886',23,322,197,3,0,-3,1,96,5.729167,3.00139,5.59601,4.297757,5295,6628,4603,0.452,-0.268
6924,'2019/05/07 18:02:29:913',23,321,196,2,-1.414214,-1.414214,0.333333,97,5.690722,2.973884,5.579652,4.283889,5316,6628,4603,0.452,-0.268
6925,'2019/05/07 18:02:29:937',23,318,194,5,-4.160252,-2.773501,1.5,98,5.683673,2.958844,5.551255,4.264349,5344,6628,4603,0.452,-0.268
6926,'2019/05/07 18:02:29:963',23,316,194,2,-2,0,1.5,99,5.646465,2.944108,5.535254,4.245068,5368,6628,4603,0.452,-0.268
6927,'2019/05/07 18:02:29:990',23,313,200,9,-4.024922,8.049845,3.5,100,5.68,2.949667,5.51743,4.223939,5394,6628,4603,0.452,-0.268
6928,'2019/05/07 18:02:30:018',23,312,204,5,-1.212678,4.850713,1.333333,101,5.673267,2.933664,5.490188,4.205844,5420,6628,4603,0.452,-0.268
6929,'2019/05/07 18:02:30:038',23,312,206,2,0,2,0.75,102,5.637255,2.912256,5.475037,4.190552,5447,6628,4603,0.452,-0.268
6930,'2019/05/07 18:02:30:067',23,313,216,11,1.094541,10.94541,4.5,103,5.689321,2.927671,5.473696,4.172894,5469,6628,4603,0.452,-0.268
6931,'2019/05/07 18:02:30:087',23,313,218,2,0,2,2.25,104,5.653846,2.921154,5.45906,4.153119,5496,6628,4603,0.452,-0.268
6932,'2019/05/07 18:02:30:121',23,313,221,3,0,3,0.333333,105,5.628572,2.896509,5.438923,4.140813,5517,6628,4603,0.452,-0.268
6933,'2019/05/07 18:02:30:140',23,313,228,7,0,7,1,106,5.64151,2.878617,5.414598,4.125161,5548,6628,4603,0.452,-0.268
6934,'2019/05/07 18:02:30:167',23,314,232,5,1.212678,4.850713,0.666667,107,5.635514,2.857945,5.389357,4.111223,5570,6628,4603,0.452,-0.268
6935,'2019/05/07 18:02:30:187',23,315,236,5,1.212678,4.850713,0,108,5.62963,2.831482,5.364462,4.101199,5596,6628,4603,0.452,-0.268
6936,'2019/05/07 18:02:30:213',23,315,236,0,0,0,1.666667,109,5.577981,2.820796,5.366724,4.08369,5617,6628,4603,0.452,-0.268
6937,'2019/05/07 18:02:30:237',23,317,237,3,2.683281,1.341641,1.5,110,5.554545,2.808789,5.347702,4.066864,5644,6628,4603,0.452,-0.268
6938,'2019/05/07 18:02:30:263',23,321,237,4,4,0,0.333333,111,5.540541,2.786487,5.325383,4.055149,5667,6628,4603,0.452,-0.268
6939,'2019/05/07 18:02:30:289',23,323,236,3,2.683281,-1.341641,0.5,112,5.517857,2.766072,5.306773,4.04262,5694,6628,4603,0.452,-0.268
6940,'2019/05/07 18:02:30:316',23,327,233,7,5.6,-4.2,2,113,5.530973,2.759293,5.284868,4.025175,5719,6628,4603,0.452,-0.268
6941,'2019/05/07 18:02:30:340',23,329,223,12,2.353394,-11.766968,1,114,5.587719,2.74386,5.296203,4.010713,5745,6628,4603,0.452,-0.268
6942,'2019/05/07 18:02:30:367',23,326,218,8,-4.115966,-6.859944,1.333333,115,5.608696,2.731595,5.277717,3.99525,5770,6628,4603,0.452,-0.268
6943,'2019/05/07 18:02:30:389',23,326,218,0,0,0,2.666667,116,5.560345,2.731035,5.280461,3.977844,5797,6628,4603,0.452,-0.268
6944,'2019/05/07 18:02:30:417',23,326,218,0,0,0,0,117,5.512821,2.707693,5.282719,3.9687,5820,6628,4603,0.452,-0.268
6945,'2019/05/07 18:02:30:436',23,322,216,6,-5.366563,-2.683281,1.2,118,5.516949,2.694916,5.260289,3.954139,5845,6628,4603,0.452,-0.268
6946,'2019/05/07 18:02:30:466',23,322,216,0,0,0,2,119,5.470588,2.689076,5.262309,3.937866,5866,6628,4603,0.452,-0.268
6947,'2019/05/07 18:02:30:487',23,319,218,5,-4.160252,2.773501,1.25,120,5.466667,2.677084,5.240331,3.923486,5895,6628,4603,0.452,-0.268
6948,'2019/05/07 18:02:30:506',23,317,226,10,-2.425356,9.701426,0.833333,121,5.504132,2.661847,5.234699,3.910697,5914,6628,4603,0.452,-0.268
6949,'2019/05/07 18:02:30:535',23,315,232,8,-2.529822,7.589466,0.666667,122,5.52459,2.645493,5.217918,3.898691,5936,6628,4603,0.452,-0.268
6950,'2019/05/07 18:02:30:553',23,315,234,2,0,2,1.2,123,5.495935,2.633741,5.206198,3.884866,5964,6628,4603,0.452,-0.268
6951,'2019/05/07 18:02:30:583',23,316,238,5,1.212678,4.850713,1,124,5.491935,2.620565,5.185181,3.871822,5983,6628,4603,0.452,-0.268
6952,'2019/05/07 18:02:30:604',23,317,245,8,1.131371,7.919596,0.75,125,5.512,2.605601,5.169101,3.859808,6012,6628,4603,0.452,-0.268
6953,'2019/05/07 18:02:30:633',23,318,251,7,1.150793,6.904757,0.25,126,5.523809,2.586905,5.150092,3.850062,6033,6628,4603,0.452,-0.268
6954,'2019/05/07 18:02:30:654',23,318,252,1,0,1,1.2,127,5.488189,2.575985,5.145295,3.836727,6061,6628,4603,0.452,-0.268
6955,'2019/05/07 18:02:30:670',23,318,254,2,0,2,0.2,128,5.460938,2.557423,5.134259,3.827356,6082,6628,4603,0.452,-0.268
6956,'2019/05/07 18:02:30:699',23,318,257,3,0,3,0.333333,129,5.441861,2.540182,5.118756,3.817402,6100,6628,4603,0.452,-0.268
6957,'2019/05/07 18:02:30:718',23,316,266,11,-2.386235,10.738058,2,130,5.484615,2.536027,5.122129,3.802871,6128,6628,4603,0.452,-0.268
6958,'2019/05/07 18:02:30:737',23,316,275,9,0,9,0.4,131,5.51145,2.519721,5.111624,3.792812,6146,6628,4603,0.452,-0.268
6959,'2019/05/07 18:02:30:765',23,316,275,0,0,0,3,132,5.469697,2.52336,5.114623,3.778539,6167,6628,4603,0.452,-0.268
6960,'2019/05/07 18:02:30:792',23,316,284,9,0,9,3,133,5.496241,2.526943,5.1044,3.764426,6195,6628,4603,0.452,-0.268
6961,'2019/05/07 18:02:30:818',23,316,284,0,0,0,3,134,5.455224,2.530474,5.107293,3.750471,6221,6628,4603,0.452,-0.268
6962,'2019/05/07 18:02:30:838',23,319,291,10,3.939193,9.19145,2.5,135,5.488889,2.530248,5.103214,3.736449,6247,6628,4603,0.452,-0.268
6963,'2019/05/07 18:02:30:867',23,322,295,7,4.2,5.6,0.75,136,5.5,2.517158,5.085928,3.725714,6267,6628,4603,0.452,-0.268
6964,'2019/05/07 18:02:30:888',23,323,295,1,1,0,1.5,137,5.467153,2.509733,5.081761,3.713009,6296,6628,4603,0.452,-0.268
6965,'2019/05/07 18:02:30:917',23,324,294,2,1.414214,-1.414214,0.25,138,5.442029,2.493358,5.071776,3.70443,6317,6628,4603,0.452,-0.268
6966,'2019/05/07 18:02:30:938',23,330,293,7,6.904757,-1.150793,1,139,5.453238,2.482615,5.05509,3.693156,6345,6628,4603,0.452,-0.268
6967,'2019/05/07 18:02:30:966',23,332,293,2,2,0,1.25,140,5.428571,2.47381,5.045324,3.681323,6367,6628,4603,0.452,-0.268
6968,'2019/05/07 18:02:30:988',23,332,282,11,0,-11,1.8,141,5.468085,2.469032,5.04912,3.668591,6394,6628,4603,0.452,-0.268
6969,'2019/05/07 18:02:31:004',23,330,277,7,-2.599735,-6.499337,0.571429,142,5.478873,2.455668,5.032825,3.659025,6414,6628,4603,0.452,-0.268
6970,'2019/05/07 18:02:31:035',23,330,277,0,0,0,2.333333,143,5.440559,2.454813,5.035957,3.646134,6433,6628,4603,0.452,-0.268
6971,'2019/05/07 18:02:31:052',23,327,277,3,-3,0,0.6,144,5.423611,2.441932,5.022439,3.636649,6462,6628,4603,0.452,-0.268
6972,'2019/05/07 18:02:31:087',23,327,277,0,0,0,1,145,5.386207,2.431988,5.025196,3.625976,6482,6628,4603,0.452,-0.268
6973,'2019/05/07 18:02:31:107',23,322,281,9,-7.027819,5.622255,1.285714,146,5.410959,2.424137,5.016759,3.614698,6512,6628,4603,0.452,-0.268
6974,'2019/05/07 18:02:31:133',23,314,293,20,-11.094004,16.641006,1.571429,147,5.510204,2.418336,5.142312,3.602986,6533,6628,4603,0.452,-0.268
6975,'2019/05/07 18:02:31:154',23,312,299,8,-2.529822,7.589466,3,148,5.527027,2.422266,5.12888,3.591026,6562,6628,4603,0.452,-0.268
